Program ID,Broad Field,Field,Institution Name,Program Name,Average Number of Publications (2000-2006) per Allocated Faculty (2006),Average Citations per Publication,Percent of Faculty with Grants (2006),Awards per Allocated Faculty Member (2006)
20039475,Humanities,English Language and Literature,Lehigh University,English,6.57,N/D,7.1%,0.25
20058074,Humanities,English Language and Literature,Louisiana State University And Agricultural And Mechanical College,English,9.89,N/D,23.9%,0.57
20036533,Humanities,English Language and Literature,Loyola University Chicago,English,8.94,N/D,0%,0.75
20040927,Humanities,English Language and Literature,Marquette University,English,12.21,N/D,5%,0.96
20021137,Humanities,English Language and Literature,Miami University,English,7.88,N/D,0%,0.3
20046905,Humanities,English Language and Literature,Michigan State University,English,7.26,N/D,10.7%,0.14
20064291,Humanities,English Language and Literature,New York University,English and American Literature,14.11,N/D,7.4%,2.51
20031897,Humanities,English Language and Literature,Northeastern University,English,8.6,N/D,7.3%,1.72
20040341,Humanities,English Language and Literature,Northern Illinois University,English,11.07,N/D,0.1%,0.41
20068886,Humanities,English Language and Literature,Northwestern University,English,8.26,N/D,15.4%,4.97
20028952,Humanities,English Language and Literature,Ohio State University Main Campus,English,7.4,N/D,9.3%,1.1
20013802,Humanities,English Language and Literature,Ohio University Main Campus,English,3.82,N/D,0%,0.56
20041968,Humanities,English Language and Literature,Oklahoma State University Main Campus,English,7.64,N/D,6.5%,0.21
20031389,Humanities,English Language and Literature,Penn State University,English,15.91,N/D,11.3%,0.89
20032508,Humanities,English Language and Literature,Princeton University,English,24.43,N/D,4.5%,6.7
20055831,Humanities,English Language and Literature,Purdue University Main Campus,English,12.51,N/D,5.6%,1.2
20041117,Humanities,English Language and Literature,Rice University,English,7.95,N/D,5.6%,2.52
20012528,Humanities,English Language and Literature,Rutgers The State University of New Jersey New Brunswick Campus,Literatures in English,9.79,N/D,4.4%,3.07
20040464,Humanities,English Language and Literature,Southern Illinois University Carbondale,English,5.58,N/D,4.6%,0.29
20052588,Humanities,English Language and Literature,Stanford University,English,19.27,N/D,5.9%,6.41
20033604,Humanities,English Language and Literature,State University of New York At Albany,English,12.13,N/D,22.9%,0.25
20037477,Humanities,English Language and Literature,State University of New York At Binghamton,"English, General Literature & Rhetoric",8.14,N/D,0%,0.65
20038531,Humanities,English Language and Literature,State University of New York At Buffalo,ENGLISH,7.74,N/D,5.7%,1.01
20038162,Humanities,English Language and Literature,State University of New York At Stony Brook,English,8.09,N/D,0%,0.4
20022550,Humanities,English Language and Literature,Syracuse University Main Campus,English,8.62,N/D,0%,0.35
20042255,Humanities,English Language and Literature,Temple University,English,11.32,N/D,15.8%,0.53
20021975,Humanities,English Language and Literature,Texas A & M University,English,6.89,N/D,10%,0.6
20017387,Humanities,English Language and Literature,Texas Christian University,English,6.41,N/D,5.6%,0.05
20022848,Humanities,English Language and Literature,Texas Tech University,English,5.17,N/D,4.2%,0
20029647,Humanities,English Language and Literature,Tufts University,English,7.56,N/D,0%,1.34
20041751,Humanities,English Language and Literature,University of Alabama,English Language and Literature,6.42,N/D,28.6%,0.89
20033989,Humanities,English Language and Literature,University of Arizona,English,8.06,N/D,27.6%,1.8
20013611,Humanities,English Language and Literature,University of Arkansas Main Campus,English,10.87,N/D,0.8%,1.09
20060868,Humanities,English Language and Literature,University of California-Berkeley,English,7.84,N/D,2.5%,3.95
20067146,Humanities,English Language and Literature,University of California-Davis,English,6.4,N/D,9.7%,2.42
20049177,Humanities,English Language and Literature,University of California-Irvine,English,9.32,N/D,4.1%,3.37
20053273,Humanities,English Language and Literature,University of California-Los Angeles,English,8,N/D,4.1%,3.42
20048806,Humanities,English Language and Literature,University of California-Riverside,English,9.95,N/D,23.3%,2.11
20070256,Humanities,English Language and Literature,University of California-Santa Barbara,English,12.76,N/D,24.3%,1.64
20014351,Humanities,English Language and Literature,University of Chicago,English Language and Literature,12.6,N/D,16.4%,4.86
20032087,Humanities,English Language and Literature,University of Cincinnati Main Campus,English and Comparative Literature,11.58,N/D,0%,0.42
20063975,Humanities,English Language and Literature,University of Colorado At Boulder,English,7.69,N/D,15.1%,1.12
20024037,Humanities,English Language and Literature,University of Connecticut,English PhD,16.22,N/D,10.7%,1.38
20068721,Humanities,English Language and Literature,University of Connecticut,Medieval Studies PhD,16.22,N/D,0%,3.57
20044321,Humanities,English Language and Literature,University of Dallas,Literature,4.94,N/D,17.2%,0.01
20012191,Humanities,English Language and Literature,University of Delaware,English,7.52,N/D,20%,0.45
20013051,Humanities,English Language and Literature,University of Florida,English,8.7,N/D,0%,0.87
20019686,Humanities,English Language and Literature,University of Georgia,English,9.04,N/D,13.5%,0.95
20014762,Humanities,English Language and Literature,University of Hawaii At Manoa,English,9.4,N/D,10%,0.26
20042530,Humanities,English Language and Literature,University of Houston,English,12.35,N/D,9.8%,0.63
20042860,Humanities,English Language and Literature,University of Illinois At Chicago,English,16.35,N/D,15.3%,1.83
20038971,Humanities,English Language and Literature,University of Illinois At Urbana-Champaign,English,8.26,N/D,9.3%,1.6
20020565,Humanities,English Language and Literature,University of Iowa,English,12.8,N/D,6.8%,1.6
20051152,Humanities,English Language and Literature,University of Kansas,English,11.12,N/D,3.5%,0.5
20028185,Humanities,English Language and Literature,University of Kentucky,English,14.1,N/D,0.6%,0.93
20012861,Humanities,English Language and Literature,University of Louisiana At Lafayette,English,5.37,N/D,9.1%,0.26
20050182,Humanities,English Language and Literature,University of Maryland College Park,English Language and Literature,8.42,N/D,5.6%,2.31
20047933,Humanities,English Language and Literature,University of Massachusetts Amherst,English,7.21,N/D,5.7%,1.73
20027869,Humanities,English Language and Literature,University of Memphis,English,8.41,N/D,16.3%,0.16
20050823,Humanities,English Language and Literature,University of Miami,English Language and Literature,5,N/D,14.3%,0.29
20035408,Humanities,English Language and Literature,University of Michigan-Ann Arbor,English Language and Literature,14.81,N/D,11.5%,4.08
20039844,Humanities,English Language and Literature,University of Minnesota-Twin Cities,English,6.78,N/D,26.4%,0.54
20062374,Humanities,English Language and Literature,University of Mississippi,English,13.24,N/D,9.5%,0.62
20025340,Humanities,English Language and Literature,University of Missouri - Columbia,English,6.4,N/D,19.5%,0.62
20026158,Humanities,English Language and Literature,University of Missouri - Kansas City,English,18.2,N/D,0%,0
20017329,Humanities,English Language and Literature,University of Nebraska - Lincoln,English,11,N/D,23.9%,0.55
20015075,Humanities,English Language and Literature,University of Nevada Reno,English,5.92,N/D,11.8%,0
20050632,Humanities,English Language and Literature,University of New Hampshire,English,14.58,N/D,17.6%,0.24
20015282,Humanities,English Language and Literature,University of New Mexico Main Campus,English,6.45,N/D,4.6%,0.06
20045236,Humanities,English Language and Literature,University of North Carolina At Chapel Hill,English,9.14,N/D,11.2%,2.86
20070706,Humanities,English Language and Literature,University of North Carolina At Greensboro,English,0,N/D,21.4%,0.36
20020086,Humanities,English Language and Literature,University of North Dakota Main Campus,English,6.5,N/D,14.3%,0.69
20047315,Humanities,English Language and Literature,University of North Texas,English,8.27,N/D,16.7%,0.45
20035932,Humanities,English Language and Literature,University of Notre Dame,English,10.11,N/D,14.9%,1.45
20051673,Humanities,English Language and Literature,University of Oklahoma Norman Campus,English,8.7,N/D,11.4%,1.16
20043885,Humanities,English Language and Literature,University of Oregon,English,6.6,N/D,5.9%,0.59
20036915,Humanities,English Language and Literature,University of Pennsylvania,English,18.15,N/D,3.1%,3.14
20049669,Humanities,English Language and Literature,University of Pittsburgh Pittsburgh Campus,English,6.63,N/D,4.7%,0.61
20069238,Humanities,English Language and Literature,University of Rochester,English,15,N/D,16.7%,2.81
20067793,Humanities,English Language and Literature,University of South Carolina Columbia,English,12.64,N/D,16.5%,1.77
20024862,Humanities,English Language and Literature,University of South Florida,English,10.56,N/D,8.4%,0.03
20068145,Humanities,English Language and Literature,University of Southern California,English,12.61,N/D,2.6%,0.87
20032786,Humanities,English Language and Literature,University of Southern Mississippi,English,7.85,N/D,6.3%,0
20045799,Humanities,English Language and Literature,University of Tennessee,English,5.27,N/D,20.6%,0.98
20061524,Humanities,English Language and Literature,University of Texas At Austin,English,12.4,N/D,10.8%,1.11
20056212,Humanities,English Language and Literature,University of Texas At Dallas,Studies in Literature,0,N/D,10%,1
20047551,Humanities,English Language and Literature,University of Utah,English,11.92,N/D,0%,1.31
20023232,Humanities,English Language and Literature,University of Virginia,English Language & Literature,10.56,N/D,15.9%,2.16
20059620,Humanities,English Language and Literature,University of Washington,English,9.9,N/D,3.1%,0.36
20030571,Humanities,English Language and Literature,University of Wisconsin-Madison,English,15.84,N/D,10.2%,1.37
20026637,Humanities,English Language and Literature,University of Wisconsin-Milwaukee,English,8.08,N/D,3.8%,0.14
20051961,Humanities,English Language and Literature,Vanderbilt University,English,8.89,N/D,18.2%,2.69
20058414,Humanities,English Language and Literature,Washington State University,English,13.16,N/D,16.1%,0.67
20069827,Humanities,English Language and Literature,Washington University In St. Louis,English and American Literature,6.46,N/D,7.8%,2.56
20044075,Humanities,English Language and Literature,Western Michigan University,English,10.16,N/D,21.2%,0.71
20063454,Humanities,English Language and Literature,Yale University,English,11.05,N/D,11.5%,6.65
20036148,Humanities,French and Francophone Language and Literature,Boston College,French and Francophone Language and Literature,7.67,N/D,0%,0.63
20059167,Humanities,French and Francophone Language and Literature,Boston University,French Language and Literature,12.83,N/D,0%,1.57
20018315,Humanities,French and Francophone Language and Literature,Brown University,French Studies,8.25,N/D,13.3%,0.39
20057211,Humanities,French and Francophone Language and Literature,City University of New York Grad. Center,French,11.97,N/D,10.9%,1.62
20057651,Humanities,French and Francophone Language and Literature,Columbia University In The City of New York,French and Romance Philology,16.88,N/D,25%,1.11
20065423,Humanities,French and Francophone Language and Literature,Cornell University,Romance Studies - French,8.39,N/D,0%,1.11
20021593,Humanities,English Language and Literature,Wayne State University,English,9.04,N/D,10.9%,1.3
20070528,Humanities,French and Francophone Language and Literature,Duke University,Romance Studies - French,15.3,N/D,11.1%,6.73
20061993,Humanities,French and Francophone Language and Literature,Emory University,French,13.61,N/D,0.1%,2.09
20066338,Humanities,French and Francophone Language and Literature,Harvard University,Romance Languages and Literature,17.36,N/D,11.7%,2.36
20046345,Humanities,French and Francophone Language and Literature,Indiana University At Bloomington,French,8.99,N/D,9.5%,1.95
20056681,Humanities,French and Francophone Language and Literature,Johns Hopkins University,French,12.95,N/D,19.7%,2.03
20058113,Humanities,French and Francophone Language and Literature,Louisiana State University And Agricultural And Mechanical College,French,15.7,N/D,28.4%,0.01
20064314,Humanities,French and Francophone Language and Literature,New York University,French,14.25,N/D,0%,3.68
20068899,Humanities,French and Francophone Language and Literature,Northwestern University,French and Italian,15.77,N/D,20.2%,2.16
20029016,Humanities,French and Francophone Language and Literature,Ohio State University Main Campus,French and Italian,12.13,N/D,0%,0
20031428,Humanities,French and Francophone Language and Literature,Penn State University,French,10.28,N/D,12.5%,0.49
20032511,Humanities,French and Francophone Language and Literature,Princeton University,French and Italian,13.7,N/D,10.9%,1.62
20041133,Humanities,French and Francophone Language and Literature,Rice University,French,3.33,N/D,0%,0
20052601,Humanities,French and Francophone Language and Literature,Stanford University,French,22.8,N/D,38.6%,3.23
20012560,Humanities,French and Francophone Language and Literature,Rutgers The State University of New Jersey New Brunswick Campus,French,11.88,N/D,0%,1.17
20060923,Humanities,French and Francophone Language and Literature,University of California-Berkeley,French,11.09,N/D,0%,4.12
20067188,Humanities,French and Francophone Language and Literature,University of California-Davis,French,6.59,N/D,9.8%,1.47
20049180,Humanities,French and Francophone Language and Literature,University of California-Irvine,French,10.77,N/D,0%,3.49
20053312,Humanities,French and Francophone Language and Literature,University of California-Los Angeles,French & Francophone Studies,12.01,N/D,28.3%,3.19
20014597,Humanities,French and Francophone Language and Literature,University of Chicago,Romance Languages and Literatures,16.74,N/D,7.8%,3.25
20063988,Humanities,French and Francophone Language and Literature,University of Colorado At Boulder,French,10.88,N/D,17.7%,1.82
20024053,Humanities,French and Francophone Language and Literature,University of Connecticut,French PhD,22,N/D,26.1%,0.07
20013459,Humanities,French and Francophone Language and Literature,University of Florida,Romance Languages: French,9.29,N/D,0%,0.47
20039019,Humanities,French and Francophone Language and Literature,University of Illinois At Urbana-Champaign,French,14.63,N/D,0.8%,0.12
20020581,Humanities,French and Francophone Language and Literature,University of Iowa,French,11.23,N/D,0%,0
20012887,Humanities,French and Francophone Language and Literature,University of Louisiana At Lafayette,Francophone Studies,11.51,N/D,13.3%,0
20050373,Humanities,French and Francophone Language and Literature,University of Maryland College Park,Modern French Studies,12.97,N/D,0%,0.98
20035783,Humanities,French and Francophone Language and Literature,University of Michigan-Ann Arbor,Romance Languages and Literature - French,9.66,N/D,0.6%,4.01
20039912,Humanities,French and Francophone Language and Literature,University of Minnesota-Twin Cities,French,4.41,N/D,8.4%,0
20070641,Humanities,French and Francophone Language and Literature,University of North Carolina At Chapel Hill,Romance Languages - French,10.43,N/D,0%,0
20036928,Humanities,French and Francophone Language and Literature,University of Pennsylvania,French,19.68,N/D,18.2%,3.89
20049698,Humanities,French and Francophone Language and Literature,University of Pittsburgh Pittsburgh Campus,French and Italian Languages and Literatures,8.28,N/D,0%,1.46
20061537,Humanities,French and Francophone Language and Literature,University of Texas At Austin,French,5.89,N/D,12.6%,0.17
20023261,Humanities,French and Francophone Language and Literature,University of Virginia,French Language & Literature,8.13,N/D,22.2%,0.74
20030623,Humanities,French and Francophone Language and Literature,University of Wisconsin-Madison,French,10.96,N/D,17%,1.81
20051987,Humanities,French and Francophone Language and Literature,Vanderbilt University,French,19.07,N/D,26.6%,2.01
20069856,Humanities,French and Francophone Language and Literature,Washington University In St. Louis,French Language and Literatures,22.76,N/D,0%,0
20063506,Humanities,French and Francophone Language and Literature,Yale University,French,11.98,N/D,0%,3.69
20057677,Humanities,German Language and Literature,Columbia University In The City of New York,Germanic Languages,18.05,N/D,14.2%,3.2
20015813,Humanities,German Language and Literature,Cornell University,Germanic Studies,6.17,N/D,0%,2.85
20030157,Humanities,German Language and Literature,Duke University,German Studies,12.2,N/D,22.6%,0.79
20022990,Humanities,German Language and Literature,Georgetown University,German,9.26,N/D,24.3%,0.3
20066053,Humanities,German Language and Literature,Harvard University,Germanic Lang. & Lit.,6.29,N/D,0.2%,2.33
20046387,Humanities,German Language and Literature,Indiana University At Bloomington,Germanic Studies,12.93,N/D,28.9%,1.49
20056717,Humanities,German Language and Literature,Johns Hopkins University,German,8.95,N/D,22%,0.75
20040794,Humanities,German Language and Literature,Kent State University Main Campus,History,0,N/D,0%,0.05
20064330,Humanities,German Language and Literature,New York University,German,19.84,N/D,18.5%,0
20029058,Humanities,German Language and Literature,Ohio State University Main Campus,Germanic Languages and Literatures,9.88,N/D,9.1%,0.91
20031460,Humanities,German Language and Literature,Penn State University,German,11.63,N/D,33.1%,0.56
20032537,Humanities,German Language and Literature,Princeton University,German,9.16,N/D,16.5%,1.66
20052643,Humanities,German Language and Literature,Stanford University,German Studies,13.37,N/D,39.8%,0
20060949,Humanities,German Language and Literature,University of California-Berkeley,German,10.33,N/D,10.3%,4.26
20053367,Humanities,German Language and Literature,University of California-Los Angeles,Germanic Languages,7.77,N/D,10.7%,2.68
20042572,Humanities,German Language and Literature,University of Houston,History,0,N/D,36.8%,1.62
20014393,Humanities,German Language and Literature,University of Chicago,Germanic Studies,20.42,N/D,46.5%,3.65
20042873,Humanities,German Language and Literature,University of Illinois At Chicago,Germanic Studies,4.82,N/D,0%,0.13
20039048,Humanities,German Language and Literature,University of Illinois At Urbana-Champaign,German,8.14,N/D,6.7%,0.82
20051181,Humanities,German Language and Literature,University of Kansas,Germanic Languages and Literatures,4.14,N/D,14.3%,0.71
20050247,Humanities,German Language and Literature,University of Maryland College Park,Germanic Language & Literature,8.96,N/D,3.2%,1.24
20047975,Humanities,German Language and Literature,University of Massachusetts Amherst,German,5.23,N/D,30.8%,0
20035453,Humanities,German Language and Literature,University of Michigan-Ann Arbor,Germanic Languages and Literatures,9.15,N/D,24.4%,2.16
20039954,Humanities,German Language and Literature,University of Minnesota-Twin Cities,Germanic Studies,15.93,N/D,6.2%,2.09
20045294,Humanities,German Language and Literature,University of North Carolina At Chapel Hill,Germanic Languages and Literatures,10.66,N/D,26.9%,3.68
20061566,Humanities,German Language and Literature,University of Texas At Austin,Germanic Studies,7,N/D,10.9%,1.84
20023274,Humanities,German Language and Literature,University of Virginia,German Language & Literature,7.2,N/D,12.5%,1.89
20059701,Humanities,German Language and Literature,University of Washington,Germanics,7.91,N/D,18.7%,2.07
20030681,Humanities,German Language and Literature,University of Wisconsin-Madison,German,9.9,N/D,22.4%,0.06
20069869,Humanities,German Language and Literature,Washington University In St. Louis,Germanic Languages and Literature,13.84,N/D,11.3%,0.51
20063535,Humanities,German Language and Literature,Yale University,Germanic Languages & Literatures,9.51,N/D,0%,1.44
20060075,Humanities,History,American University,History,7.56,N/D,18.2%,0.08
20034975,Humanities,History,Arizona State University,History,18.1,N/D,23%,2.27
20037901,Humanities,History,Auburn University,History,8.43,N/D,25%,0.16
20036151,Humanities,History,Boston College,History,8.53,N/D,14.2%,1.38
20059196,Humanities,History,Boston University,History,8.69,N/D,23.3%,2.35
20034784,Humanities,History,Bowling Green State University,History,7.26,N/D,27.7%,0.62
20024985,Humanities,History,Brandeis University,American History,15.76,N/D,36.2%,6.29
20018357,Humanities,History,Brown University,History,15.86,N/D,22.3%,3.56
20071271,Humanities,History,Carnegie Mellon University,History,13.32,N/D,18.3%,2.13
20019165,Humanities,History,Case Western Reserve University,History,10.25,N/D,23.1%,1.72
20052229,Humanities,History,Catholic University of America,History,7.78,N/D,17.2%,1.09
20057237,Humanities,History,City University of New York Grad. Center,History,15.06,N/D,27.1%,2.88
20018001,Humanities,History,Claremont Graduate University,History,5.31,N/D,35.6%,0.89
20066833,Humanities,History,Clark University,History,10.78,N/D,10%,0.61
20045045,Humanities,History,College of William And Mary,Early American and United States History,8.11,N/D,7.7%,1.8
20057680,Humanities,History,Columbia University In The City of New York,History,14.64,N/D,18%,8.01
20015839,Humanities,History,Cornell University,History,7.43,N/D,17.3%,3.92
20030089,Humanities,History,Duke University,History,10.43,N/D,21.6%,5.42
20062028,Humanities,History,Emory University,History,11.39,N/D,23.5%,1.99
20025036,Humanities,History,Brandeis University,Comparative History,8.82,N/D,3.2%,4.98
20034645,Humanities,History,Florida International University,History,10.44,N/D,6.9%,0.81
20027296,Humanities,History,Florida State University,History,7.91,N/D,20%,0.46
20029472,Humanities,History,Fordham University,History,9.02,N/D,10.8%,0.86
20019437,Humanities,History,George Washington University,History,11.57,N/D,0%,2.07
20062840,Humanities,History,Georgia Institute of Technology,"Architecture (subfield: History, Theory & Criticism)",0,N/D,66.7%,0
20023012,Humanities,History,Georgetown University,History,12.23,N/D,12%,2.01
20062950,Humanities,History,Georgia Institute of Technology,History&Sociology of Technology&Science/History of Tech,10.33,N/D,16.1%,0.22
20066082,Humanities,History,Harvard University,Hist. & East Asian Lang.,13.43,N/D,4.3%,5.44
20051521,Humanities,History,Georgia State University,History,7.33,N/D,15.8%,0.38
20066105,Humanities,History,Harvard University,History,20.11,N/D,22.4%,11.36
20066121,Humanities,History,Harvard University,History of Science,19.62,N/D,18.6%,6.58
20026022,Humanities,History,Howard University,History,9,N/D,14.3%,2.31
20046390,Humanities,History,Indiana University At Bloomington,History,8.19,N/D,10.3%,2.76
20046400,Humanities,History,Indiana University At Bloomington,History & Philosophy of Science,12.75,N/D,15.9%,1.61
20016249,Humanities,History,Iowa State University,Agricultural History and Rural Studies,7.75,N/D,27.6%,0.13
20016498,Humanities,History,Iowa State University,History of Technology & Science,6.9,N/D,16%,0.17
20056746,Humanities,History,Johns Hopkins University,History,16.09,N/D,13%,9.73
20056762,Humanities,History,Johns Hopkins University,"History of Science, Medicine, and Technology",12.16,N/D,36.1%,1.82
20028622,Humanities,History,Kansas State University,History,6.36,N/D,29.4%,0.65
20039488,Humanities,History,Lehigh University,History,5.71,N/D,37.5%,0.46
20058142,Humanities,History,Louisiana State University And Agricultural And Mechanical College,History,6.22,N/D,10.7%,1.52
20036546,Humanities,History,Loyola University Chicago,History,11.59,N/D,5%,3.19
20040930,Humanities,History,Marquette University,History,12.46,N/D,0%,0.13
20021153,Humanities,History,Miami University,History,23.33,N/D,21.1%,0.91
20047001,Humanities,History,Michigan State University,History,7.14,N/D,20.3%,1.11
20024493,Humanities,History,Mississippi State University,History,11.45,N/D,8%,0
20064356,Humanities,History,New York University,History,16.7,N/D,18.9%,4.5
20031907,Humanities,History,Northeastern University,History,11.45,N/D,0%,0.61
20040367,Humanities,History,Northern Illinois University,History,7.67,N/D,17.4%,1.12
20068925,Humanities,History,Northwestern University,History,7.27,N/D,19.1%,7.47
20029074,Humanities,History,Ohio State University Main Campus,History,9.34,N/D,19.9%,3.82
20013828,Humanities,History,Ohio University Main Campus,History,5.98,N/D,5.8%,0.04
20042019,Humanities,History,Oklahoma State University Main Campus,History,8.4,N/D,11.4%,0.05
20031473,Humanities,History,Penn State University,History,12.04,N/D,16.2%,3.8
20032540,Humanities,History,Princeton University,History,21.46,N/D,29.8%,12.31
20032553,Humanities,History,Princeton University,History of Science,13.07,N/D,47.7%,12.62
20055909,Humanities,History,Purdue University Main Campus,History,8.63,N/D,18%,1.36
20041146,Humanities,History,Rice University,History,20.24,N/D,9.9%,2.23
20012599,Humanities,History,Rutgers The State University of New Jersey New Brunswick Campus,History,16.17,N/D,22.8%,2.65
20040480,Humanities,History,Southern Illinois University Carbondale,Historical Studies,15.44,N/D,10.2%,0.46
20043296,Humanities,History,Southern Methodist University,History,11.46,N/D,6.7%,0.98
20052656,Humanities,History,Stanford University,History,12.84,N/D,20.6%,7.84
20033646,Humanities,History,State University of New York At Albany,History,5.67,N/D,11.8%,1.35
20037493,Humanities,History,State University of New York At Binghamton,History,12.6,N/D,29.6%,2.99
20038573,Humanities,History,State University of New York At Buffalo,History,8.15,N/D,10.4%,1.6
20038201,Humanities,History,State University of New York At Stony Brook,History,4.72,N/D,18.3%,1.98
20022589,Humanities,History,Syracuse University Main Campus,History,9.34,N/D,0%,2.45
20042268,Humanities,History,Temple University,History,8.59,N/D,17.6%,0.71
20021991,Humanities,History,Texas A & M University,History,9.97,N/D,20%,0.67
20017390,Humanities,History,Texas Christian University,History,0,N/D,0%,0
20029663,Humanities,History,Tufts University,History,14.67,N/D,0%,1.09
20025858,Humanities,History,Tulane University,History,10.21,N/D,6.3%,0.33
20041777,Humanities,History,University of Alabama,History,9.06,N/D,6.3%,0.65
20034043,Humanities,History,University of Arizona,History,9.45,N/D,22.2%,2.64
20013666,Humanities,History,University of Arkansas Main Campus,History,15.63,N/D,18.5%,0.87
20060978,Humanities,History,University of California-Berkeley,History,9.68,N/D,23.9%,6.04
20067227,Humanities,History,University of California-Davis,History,8.05,N/D,21.5%,2.82
20049193,Humanities,History,University of California-Irvine,History,13.86,N/D,9.4%,2.92
20053396,Humanities,History,University of California-Los Angeles,History,12.28,N/D,19.5%,3.89
20048864,Humanities,History,University of California-Riverside,History,9.62,N/D,20.2%,2
20065643,Humanities,History,University of California-San Diego,History,9.03,N/D,18.2%,1.73
20070298,Humanities,History,University of California-Santa Barbara,History,22.72,N/D,26%,2.22
20023685,Humanities,History,University of California-Santa Cruz,History,15.49,N/D,16.1%,1.13
20014403,Humanities,History,University of Chicago,History,19.83,N/D,26.9%,10.71
20032139,Humanities,History,University of Cincinnati Main Campus,History,13.5,N/D,33.3%,0.4
20064013,Humanities,History,University of Colorado At Boulder,History,9.75,N/D,45.1%,2.29
20024082,Humanities,History,University of Connecticut,History PhD,7.55,N/D,14.2%,3.46
20012214,Humanities,History,University of Delaware,History,6.7,N/D,12.2%,2.1
20013187,Humanities,History,University of Florida,History,13.64,N/D,10.8%,1.86
20019770,Humanities,History,University of Georgia,History,18.96,N/D,23.7%,1.66
20014791,Humanities,History,University of Hawaii At Manoa,History,12.1,N/D,8.3%,0.4
20067625,Humanities,History,University of Idaho,History,8.33,N/D,20%,0.2
20042899,Humanities,History,University of Illinois At Chicago,History,8.09,N/D,0%,2.03
20039051,Humanities,History,University of Illinois At Urbana-Champaign,History,10.52,N/D,27%,3.01
20020604,Humanities,History,University of Iowa,History,5.62,N/D,13.1%,4.94
20051194,Humanities,History,University of Kansas,History,12.46,N/D,15.5%,1.81
20028237,Humanities,History,University of Kentucky,History,15.24,N/D,21%,2.95
20050263,Humanities,History,University of Maryland College Park,History,7.83,N/D,10.6%,2.88
20047991,Humanities,History,University of Massachusetts Amherst,History,6.77,N/D,12.2%,1.94
20027872,Humanities,History,University of Memphis,History,13.57,N/D,22.2%,0.19
20050849,Humanities,History,University of Miami,History,6.16,N/D,15%,2.93
20035482,Humanities,History,University of Michigan-Ann Arbor,History,11.25,N/D,17.6%,7.91
20039983,Humanities,History,University of Minnesota-Twin Cities,History,10.01,N/D,12.1%,1.99
20040008,Humanities,History,University of Minnesota-Twin Cities,History of Science and Technology,9.96,N/D,22.6%,0.76
20062390,Humanities,History,University of Mississippi,History,9,N/D,21.1%,0.2
20025418,Humanities,History,University of Missouri - Columbia,History,6.9,N/D,18.2%,1
20017332,Humanities,History,University of Nebraska - Lincoln,History,10.66,N/D,19.2%,0.65
20050658,Humanities,History,University of New Hampshire,History,11.46,N/D,25.6%,1.88
20015295,Humanities,History,University of New Mexico Main Campus,History,15.13,N/D,9.5%,0.3
20045320,Humanities,History,University of North Carolina At Chapel Hill,History,14.01,N/D,29.8%,6.96
20047344,Humanities,History,University of North Texas,History,6.63,N/D,11.1%,0.25
20035945,Humanities,History,University of Notre Dame,History,15.51,N/D,22.8%,3.35
20051709,Humanities,History,University of Oklahoma Norman Campus,History,9.28,N/D,22.7%,0.86
20051712,Humanities,History,University of Oklahoma Norman Campus,History of Science,7.61,N/D,53.5%,2.26
20043911,Humanities,History,University of Oregon,History,8.94,N/D,15.8%,2.2
20036944,Humanities,History,University of Pennsylvania,History,20.07,N/D,27.7%,4.61
20049711,Humanities,History,University of Pittsburgh Pittsburgh Campus,History,12.36,N/D,10.7%,1.84
20069270,Humanities,History,University of Rochester,History,20.31,N/D,0%,3.71
20067829,Humanities,History,University of South Carolina Columbia,History,10.87,N/D,46.2%,2.37
20068187,Humanities,History,University of Southern California,History,9.55,N/D,35.9%,0.72
20032799,Humanities,History,University of Southern Mississippi,History,6.58,N/D,15.4%,0.23
20045841,Humanities,History,University of Tennessee,History,8.33,N/D,28.6%,1.21
20061582,Humanities,History,University of Texas At Austin,History,6.67,N/D,14.4%,3.59
20056131,Humanities,History,University of Texas At Dallas,History of Ideas,16.36,N/D,25%,0.58
20043539,Humanities,History,University of Toledo,History,7.8,N/D,12.5%,0.41
20047593,Humanities,History,University of Utah,History,10.67,N/D,15.6%,0.48
20023290,Humanities,History,University of Virginia,History,8.56,N/D,17.9%,2.39
20059727,Humanities,History,University of Washington,History,17.98,N/D,16.1%,0.5
20030704,Humanities,History,University of Wisconsin-Madison,History,12.52,N/D,19.3%,5.13
20030717,Humanities,History,University of Wisconsin-Madison,History of Science,11.08,N/D,24.4%,2.26
20051990,Humanities,History,Vanderbilt University,History,8.1,N/D,19.3%,3.98
20058485,Humanities,History,Washington State University,History,7.23,N/D,13.7%,0.22
20069885,Humanities,History,Washington University In St. Louis,History,8.01,N/D,16%,1.31
20021616,Humanities,History,Wayne State University,History,14.38,N/D,0%,1.17
20044088,Humanities,History,Western Michigan University,History,8.25,N/D,22.6%,0.41
20063548,Humanities,History,Yale University,History,11.66,N/D,18.3%,6.12
20063564,Humanities,History,Yale University,History of Medicine & Science,12.29,N/D,35%,8.43
20063632,Humanities,History,Yale University,Medieval Studies,15.44,N/D,36.4%,11.25
20059015,Humanities,"History of Art, Architecture and Archaeology",Boston University,Art History,8.17,N/D,21.6%,3.56
20018360,Humanities,"History of Art, Architecture and Archaeology",Brown University,History of Art and Architecture,10.43,N/D,27%,3.89
